-1.569396,-0.704218
-1.657070,-0.759657
-1.811238,-0.670016
-1.511209,-0.419629
-1.913031,-0.571736
-1.642705,-0.477136
-1.432819,-0.453311
-1.726977,-0.656194
-1.629830,-0.794245
-1.685218,-0.676915
-1.651403,-0.770305
-1.581573,-0.742016
-1.670470,-0.780155
-1.534252,-0.804132
-1.630573,-0.874531
-1.801235,-0.733494
-1.619561,-0.750568
-1.754797,-1.010374
-1.368962,-0.668774
-1.513087,-0.957349
-1.599165,-0.797327
-1.360403,-0.901776
-1.597858,-1.057750
-1.805814,-0.818760
-1.439953,-0.926765
-1.406184,-0.772490
-1.641197,-0.939184
-1.566389,-0.818078
-1.525146,-0.910919
-1.413092,-0.905948
-1.651882,-1.131096
-1.521458,-0.888338
-1.598918,-0.804467
-1.544680,-1.065380
-1.489553,-1.021829
-1.596501,-0.975800
-1.352007,-0.809285
-1.456976,-1.084855
-1.343763,-0.901314
-1.505060,-0.986172
-1.392648,-1.004354
-1.400266,-1.191571
-1.321863,-1.021433
-1.388783,-0.977116
-1.355800,-1.054036
-1.610902,-1.097596
-1.412731,-1.153024
-1.643732,-1.037786
-1.432983,-0.963127
-1.239226,-1.200011
-1.291869,-1.209051
-1.419075,-1.025965
-1.188470,-1.086242
-1.454183,-1.312113
-1.347942,-1.235258
-1.205773,-1.037675
-1.235439,-1.254559
-1.265624,-1.313767
-1.332975,-1.355455
-1.259118,-1.297894
-1.256993,-1.434050
-1.269291,-1.335441
-1.270395,-1.187418
-1.280187,-1.404767
-1.296515,-1.371323
-1.310305,-1.317170
-1.325733,-1.457509
-1.215107,-1.354169
-1.033873,-1.311735
-1.069506,-1.497323
-1.320618,-1.134448
-1.090206,-1.353637
-1.038547,-1.515256
-1.167399,-1.227335
-1.143329,-1.332676
-1.116029,-1.462629
-1.154150,-1.455554
-1.038947,-1.161570
-1.122128,-1.445796
-1.164484,-1.498620
-1.223616,-1.367500
-1.152640,-1.558526
-1.140696,-1.403457
-1.178057,-1.427173
-0.879307,-1.458690
-0.967917,-1.369231
-1.015917,-1.447871
-1.146865,-1.585202
-0.939698,-1.440347
-1.017651,-1.512902
-0.899022,-1.472518
-0.952070,-1.515259
-0.864068,-1.362156
-0.808972,-1.396239
-0.814043,-1.522254
-0.975586,-1.531522
-0.962588,-1.495617
-0.884447,-1.505434
-0.862711,-1.399349
-0.885031,-1.606187
-1.000349,-1.527458
-0.783884,-1.797687
-0.983547,-1.710856
-0.962251,-1.689311
-0.714243,-1.720386
-0.780943,-1.644542
-0.952500,-1.466435
-0.795557,-1.810960
-0.716033,-1.554078
-0.857330,-1.783413
-0.695478,-1.464057
-0.623279,-1.608100
-0.752920,-1.635274
-0.721815,-1.539717
-0.734967,-1.621417
-0.876002,-1.716886
-0.833341,-1.592921
-0.612864,-1.759788
-0.761432,-1.721596
-0.597758,-1.858817
-0.625662,-1.657004
-0.681418,-1.590719
-0.672407,-1.637323
-0.506874,-1.655625
-0.407832,-1.825013
-0.500279,-1.678175
-0.772210,-1.739818
-0.573018,-1.795402
-0.503994,-1.706905
-0.471124,-1.812926
-0.512414,-1.640436
-0.582851,-1.666114
-0.594280,-1.682887
-0.399852,-1.948185
-0.358665,-1.806135
-0.443485,-1.571582
-0.452656,-1.758357
-0.515205,-1.826849
-0.439172,-1.921171
-0.367917,-1.817431
-0.155444,-1.640533
-0.462611,-1.775444
-0.312666,-1.641604
-0.210039,-1.585117
-0.370293,-1.597647
-0.455419,-1.867890
